title	category
ACTIVA 4 KVA /110-290 VOLTS IVORY-BROWN DIGITAL AC VOLTAGE STABILIZER(IVORY)	2
ACTIVA ( 4 KVA /110-290V SILVER- BLACK ) DIGITAL AC VOLTAGE STABILIZER(SILVER-BLACK)	2
ACTIVA 4 KVA /140-290V DIGITAL AC VOLTAGE STABILIZER(IVORY-BROWN)	2
ACTIVA 4 KVA /140-290V DIGITAL AC VOLTAGE STABILIZER(SILVER-BLACK)	2
ACTIVA 4 KVA /140-290 VOLTS SILVER-BLACK DIGITAL AC VOLTAGE STABILIZER(SILVER-BLACK)	2
ACTIVA 4 KVA /140-300V ( DIGITAL ) AC VOLTAGE STABILIZER(IVORY-BROWN)	2
ACTIVA 4 KVA /140-300V DIGITAL AC VOLTAGE STABILIZER(SILVER-BLACK)	2
ACTIVA 4 KVA /140-300 VOLTS IVORY-BROWN DIGITAL AC VOLTAGE STABILIZER(IVORY-BROWN)	2
ACTIVA ( 4 KVA /140-300 VOLTS SILVER-BLACK ) DIGITAL AC VOLTAGE STABILIZER(SILVER-BLACK)	2
ACTIVA 4 KVA /165-290V DIGITAL AC VOLTAGE STABILIZER(IVORY-BROWN)	2
ACTIVA 4 KVA /165-290V DIGITAL AC VOLTAGE STABILIZER(SILVER-BLACK)	2
ACTIVA 5 KVA /110-290V DIGITAL AC VOLTAGE STABILIZER(IVORY-BROWN)	2
ACTIVA 5 KVA /140-300V DIGITAL AC VOLTAGE STABILIZER(IVORY-BROWN)	2
ACTIVA 5 KVA / 140-300V DIGITAL AC VOLTAGE STABILIZER(SILVER-BLACK)	2
ACTIVA ( 5 KVA /140-300 VOLTS SILVER-BLACK ) DIGITAL AC VOLTAGE STABILIZER(SILVER-BLACK)	2
ACTIVA 5 STAR COROLLA 3 Blade Ceiling Fan(BIEGE)	2
ACTIVA 5 STAR COROLLA PACK OF TWO 3 Blade Ceiling Fan(IVORY)	2
ACTIVA 6 L Gas Water Geyser(Silver Metallic, Aqua Gold)	2
ACTIVA 6 L Gas Water Geyser(SILVER METALLIC, LPG AQUA)	2
ACTIVA 6 L Instant Water Geyser(IVORY, 3 KWA AMAZON)	2
ACTIVA 6 L Instant Water Geyser(Ivory, Amazon)	2
ACTIVA 6 L Instant Water Geyser(IVORY-MAROON, 3 KWA EXECUTIVE)	2
Activa 6 L Instant Water Geyser(Ivory, Maroon, Executive)	2
ACTIVA APSRA 3 Blade Ceiling Fan(Brown)	2
ACTIVA APSRA 3 Blade Ceiling Fan(WHITE)	2
ACTIVA APSRA 5 STAR 3 Blade Ceiling Fan(Brown)	2
ACTIVA APSRA 5 STAR 3 Blade Ceiling Fan(WHITE)	2
ACTIVA APSRA 5 STAR PACK OF TWO 3 Blade Ceiling Fan(BROWN)	2
ACTIVA APSRA 5 STAR ( PACK OF TWO) 3 Blade Ceiling Fan(WHITE)	2
ACTIVA APSRA 5 STAR PACK OF TWO 3 Blade Ceiling Fan(WHITE)	2
ACTIVA APSRA BROWN 5 STAR ( PACK OF TWO ) 3 Blade Ceiling Fan(BROWN)	2
ACTIVA APSRA DECO 3 Blade Ceiling Fan(BROWN)	2
ACTIVA APSRA DECO 3 Blade Ceiling Fan(WHITE)	2
ACTIVA APSRA DECO 5 STAR 3 Blade Ceiling Fan(BROWN)	2
ACTIVA APSRA DECO 5 STAR 3 Blade Ceiling Fan(WHITE)	2
ACTIVA APSRA DECO 5 STAR ( PACK OF TWO ) 3 Blade Ceiling Fan(BROWN)	2
ACTIVA APSRA DECO 5 STAR PACK OF TWO 3 Blade Ceiling Fan(BROWN)	2
ACTIVA APSRA DECO 5 STAR PACK OF TWO 3 Blade Ceiling Fan(WHITE)	2
ACTIVA APSRA DECO WHITE 5 STAR ( PACK OF TWO ) 3 Blade Ceiling Fan(WHITE)	2
ACTIVA Bold 5 Star 3 Blade Ceiling Fan(Brown)	2
Activa CL15 1500 W Immersion Heater Rod(WaterIIBeverages)	2
ACTIVA Coral Dry Iron(White)	2
ACTIVA Fusion Dry Iron(White, Red)	2
ACTIVA Fusion Plus Dry Iron(White)	2
ACTIVA GALAXY-1 3 Blade Ceiling Fan(GOLDEN-BEIGE)	2
ACTIVA GALAXY-1 3 Blade Ceiling Fan(SILVER BLUE)	2
ACTIVA GALAXY-1 5 STAR 3 Blade Ceiling Fan(Beige)	2
ACTIVA GALAXY-1 5 STAR 3 Blade Ceiling Fan(SILVER BLUE)	2
ACTIVA GALAXY-1 5 STAR PACK OF TWO 3 Blade Ceiling Fan(Beige)	2
ACTIVA GALAXY-1 5 STAR ( PACK OF TWO ) 3 Blade Ceiling Fan(Gold)	2
ACTIVA GALAXY-1 5 STAR PACK OF TWO 3 Blade Ceiling Fan(SILVER BLUE)	2
ACTIVA GALAXY-2 3 Blade Ceiling Fan(BEIGE-GOLDEN)	2
ACTIVA GALAXY-2 5 STAR 3 Blade Ceiling Fan(Beige)	2
ACTIVA GALAXY-2 5 STAR ( PACK OF TWO ) 3 Blade Ceiling Fan(Gold)	2
ACTIVA GALAXY DECO 3 Blade Ceiling Fan(BROWN)	2
ACTIVA GALAXY DECO 3 Blade Ceiling Fan(IVORY)	2
ACTIVA GALAXY DECO 5 STAR 3 Blade Ceiling Fan(BROWN)	2
ACTIVA GALAXY DECO 5 STAR 3 Blade Ceiling Fan(IVORY)	2
ACTIVA GALAXY DECO 5 STAR ( PACK OF TWO ) 3 Blade Ceiling Fan(BROWN)	2
ACTIVA GALAXY DECO 5 STAR PACK OF TWO 3 Blade Ceiling Fan(BROWN)	2
Activa HOTFLOW Fan Room Heater	2
ACTIVA Lancer Dry Iron(Yellow)	2
ACTIVA Liva Gold Dry Iron(White)	2
Activa MAXIMA 1500 WATT CLASSIC 1500 W Immersion Heater Rod(Water)	2
Activa Maxima 2000 Watt Classic 2000 W Immersion Heater Rod(Water)	2
ACTIVA ORNET 5 STAR ( PACK OF TWO ) 3 Blade Ceiling Fan(IVORY)	2
Activa Pearl 1.5KW 1500 W Immersion Heater Rod(Water, Beverages)	2
ACTIVA Plancha H/W Dry Iron(White)	2
ACTIVA PLANCHA LIGHT WEIGHT GOLD Dry Iron(White)	2
ACTIVA Plancha L/W Gold Dry Iron(White)	2
ACTIVA Supreme H/W Dry Iron(Black)	2
ACTIVA WINDSOR 5 STAR 3 Blade Ceiling Fan(BRONZE IVORY)	2
ACTIVA WINDSOR 5 STAR BRONZE IVORY PACK OF TWO 3 Blade Ceiling Fan(BRONZE IVORY)	2
Active Dual Bladeless Mini Air Conditioner Cooling Fragrance 4 Blade Table Fan(Pink)	2
Active Dual Bladeless Mini Air Conditioner Cooling Fragrance Fan 4 Blade Table Fan(Blue)	2
Active Dual Bladeless Mini Air Conditioner Cooling Fragrance Fan 4 Blade Table Fan(Green)	2
Active Dual Bladeless Mini Air Conditioner Cooling Fragrance Fan 4 Blade Table Fan(Purple)	2
Active KT-61115 Solar Zoom Camping Lamp Emergency Lights(Brown)	2
Activ Power 10 COB LED (Set of 2) With Charger Rechargeable Wall-mounted(White)	2
Activ Power 10 COB LED With Charger Rechargeable Wall-mounted(White)	2
Activ Power 10 LED (set of 2) with Charger Rechargeable Emergency Lights(White)	2
Activ Power 10 LED (set of 3) with Charger Rechargeable Emergency Lights(White)	2
Activ Power 10 LED with Charger Rechargeable Emergency Lights(White)	2
Activ Power 12 LED (set of 2) with Charger Rechargeable Emergency Lights(White)	2
Activ Power 12 LED (set of 3) with Charger Rechargeable Emergency Lights(White)	2
Activ Power 12 LED with Charger Rechargeable Emergency Lights(White)	2
Activ Power 16 COB LED Rechargeable Wall-mounted(White)	2
Activ Power 16 COB LED (Set of 2) With Charger Rechargeable Wall-mounted(White)	2
Activ Power 16 COB LED (Set of 3) With Charger Rechargeable Emergency Lights(White)	2
Activ Power 16 COB LED With Charger Rechargeable Wall-mounted(White)	2
Activ Power 18 COB LED Rechargeable Wall-mounted(White)	2
Activ Power 18 COB LED (Set of 2) With Charger Rechargeable Wall-mounted(White)	2
Activ Power 18 COB LED (Set of 3) With Charger Rechargeable Emergency Lights(White)	2
Activ Power 18 COB LED With Charger Rechargeable Wall-mounted(White)	2
Activ Power 18 LED (set of 2) with Charger Rechargeable Emergency Lights(White)	2
Activ Power 18 LED with Charger Rechargeable Emergency Lights(White)	2
Activ Power 4th Gen COB Pack 2 Portable Rechargeable Emergency Lights(White)	2
Activ Power 4th Gen COB Portable Rechargeable Wall-mounted(White)	2
Activ Power AP10 SMD 001 White Wall-mounted(White)	2
Activ Power AP10 SMD 002 White Wall-mounted(White)	2
Activ Power AP12 SMD 001 Grey Wall-mounted(Grey)	2
Activ Power AP12 SMD 001 Wall-mounted(White)	2
Activ Power AP12 SMD 002 Emergency Lights(White)	2
Activ Power AP12 SMD 002 Grey Wall-mounted(Grey)	2
Activ Power AP 12 SMD Pack 2 Wall Mounted Rechargeable Emergency Lights(White)	2
Activ Power AP 12 SMD Wall Mounted Rechargeable Wall-mounted(Silvar)	2
Activ Power AP 12 SMD Wall Mounted Rechargeable Wall-mounted(White)	2
Activ Power AP18 SMD 001 S-1 Emergency Lights(White)	2
Activ Power AP18 SMD 001 S-2 Emergency Lights(White)	2
Activ Power AP 18 SMD Pack 2 Wall Mounted Rechargeable Emergency Lights(White)	2
Activ Power AP 18 SMD Rechargeable Wall-mounted(White)	2
Activ Power AP 18 SMD Wall Mounted Rechargeable Emergency Lights(White)	2
Activ Power Bright 18 LED Rechargeable Wall-mounted(White)	2
Activ Power Bright 18 LED (Set of 3) With Charger Rechargeable Emergency Lights(White)	2
Activ Power Minar With Charger Rechargable Emergency Lights(Red)	2
Adil 2ps Mini Hand Manual Sewing Machine( Built-in Stitches 1)	2
Adil 4in1 Sewing Machine Electric Sewing Machine( Built-in Stitches 30)	2
Adil Mini Manual Sewing Machine( Built-in Stitches 1)	2
Adraxx Die Cast Metal High Focus, 3-Mode LED Spot Light(Black)	2
Adroit AASS 01 Automatic Shoe Polishing Machine	2
Aerate Breeze+ For 2 Bed Room House Portable Room Air Purifier(White)	2
Aerate Breeze Plus Portable Room Air Purifier(White)	2
Aerate Breeze Portable Room Air Purifier(White)	2
Aerate Cyclone Portable Room Air Purifier(White)	2
Aerate Thunder Portable Room Air Purifier(Black)	2
Aerate Tornado Portable Room Air Purifier(White)	2
Aeroguard Eureak Forbes/ Fresh car Portable Car Air Purifier(Black)	2
Aeroguard Fresh Portable Car Air Purifier(Silver, Black)	2
Aeroguard Mist Portable Room Air Purifier(Silver, Black)	2
Aeroguard Wave Portable Room Air Purifier(Silver, Black)	2
Aero LED-Tealight Emergency Lights(White)	2
Aero LED-White Emergency Lights(White)	2
Aero Melted3 Emergency Lights(White)	2
Aero Set3 Emergency Lights(White)	2
Aero Wax LED Candle Emergency Lights(Multicolor)	2
Aero Wax LED Candle Emergency Lights(Red)	2
Aero Wax LED Candle Emergency Lights(Silver)	2
AIMSLITE A-1 Emergency Lights(White)	2
AIMSLITE A9 Emergency Lights(White)	2
AIMSLITE M GLASS Emergency Lights(Silver)	2
AIRCOM XLO Portable Car Air Purifier(Gold, White)	2
Airgle AG600 Portable Room Air Purifier(White)	2
airgle AG900 Portable Room Air Purifier(White)	2
Airnet 12 SMD Emergency Lights(Silver)	2
Airnet 15 LED Rechargeable Matel Emergency Lights(Black)	2
Airnet 18 SMD Emergency Lights(Silver)	2
Airnet 28 Led Chargeable Metal Emergency Lights(Black)	2
Airnet 3 Led Chargeable Metal Black Emergency Lights(Black)	2
Airnet 3 Led Chargeable Metal White Emergency Lights(White)	2
Airnet 5 Led Chargeable Metal White Emergency Lights(White)	2
Airnet Classic 5 LED Music Music System Emergency Lights(Blue)	2
Airnet Lantern 01 Emergency Lights(Pink)	2
Airnet Led Bulb Emergency Lights(Multicolor)	2
Airnet Light - 5 with FM Radio Emergency Lights(White, Black)	2
Airnet Light -8 Emergency Lights(White, Black)	2
Airnet SSB 10 2-in-1 Lantern Emergency Lights(Black, White)	2
Airnet SSB 8 LED Emergency Lights(Yellow)	2
Airnet Standard 5 LED LIGHT Emergency Lights(Black)	2
AIRSPA Car Purifier HEPA FILTER Air Purifier Filter(HEPA Filter)	2
AIRSPA TMS-16-1 Air Purifier Filter(Carbon Filter)	2
AIRSPA TMS-16-2 Air Purifier Filter(HEPA Filter)	2
AIRSPA TMS16 3-4 Air Purifier Filter(Carbon Filter)	2
AIRSPA TMS 16 Portable Room Air Purifier(White)	2
AIRSPA TMS 17-1 Air Purifier Filter(Carbon Filter)	2
AIRSPA TMS-17-2 Air Purifier Filter(HEPA Filter)	2
AIRSPA TMS 17 Portable Room Air Purifier(Black)	2
Airtel Dual Sim Gsm Landline Phone Ft-6054 Corded & Cordless Landline Phone(Black, White)	2
Air Urjja LITTLE CHAMP Emergency Lights(Red)	2
Airvita Carvita Portable Car Air Purifier(Yellow)	2
Airvita Global,Korea airvita-Q Portable Room Air Purifier(Silver)	2
"aisha traders / Plate 12 3/4 Fiber Glass Microwave Turntable Plate"""	2
AIW Galaxy-TM 1000 W Immersion Heater Rod(Water)	2
AIW High Bright Emergency Lights(Green, White)	2
AIW JUGNU Emergency Lights(Yellow)	2
AIW Lantern-4 Emergency Lights(Red, White)	2
AIW ONLITE L4008 Emergency Lights(Multicolor)	2
AIW ONLITE L658 Emergency Lights(Red, Black)	2
AIW Onlite L6702w Emergency Lights(Multicolor)	2
AIW ONLITE L6870UB Emergency Lights	2
AIW Priya 2 MPR Emergency Lights(Silver)	2
AIW Royal Power RP-6612 Emergency Lights(Multicolor)	2
Akari AK-1005s Rechargeable 30 LED Emergency Lights(White)	2
Akari AK-30 Led Emergency Lights(White)	2
Akari AK-3100L Emergency Lights(Black)	2
Akari AK-4100L Torches(Black)	2
Akari AK-4200L Torches(Black)	2
Akari AK-4500L Torches(Black)	2
Akari AK-6100L Emergency Lights(Black)	2
Akari AK-730S Rechargeable 42 LED Emergency Lights(White)	2
Akari AK-8100L Emergency Lights(Black)	2
Akari AK-9100L Torches(Black)	2
Akari AK-960S Rechargeable 60LED Emergency Lights(White)	2
Akari Platina Rechargeable AK-1100L Elphin Led 600 Meters Long Range Torches(Black)	2
Akari Platina Rechargeable AK-1600L Wzap Led 800 Meters Long Range Torches(Black)	2
Akari Platina Rechargeable Ak-1900L Mercury Led 1000 Meters Long Range Torches(Black)	2
Akari Platina Rechargeable AK-1900L RAVE LED 1000 Meters Long Range Torches(Black)	2
Akari Platina Rechargeable AK-2100L Rave Led 1000 Meters Long Range Torches(Black)	2
Akari Platina Rechargeable AK-2100L Rave Led 1000 Meters Long Rang Torches(Black)	2
Akari Platina Rechargeable Ak-2900L Glange Led 1200 Meters Long Range Torches(Black)	2
Akari Platina Rechargeable AK-3100L Glange Led 1200 Meters Long Range Torches(Black)	2
Akari Platina Rechargeable AK-3100L Glange Led 1200 Meters Long Rang Torches(Black)	2
Akari Platina Rechargeable AK-3500L Armare Led 1300 Meters Long Rang Torches(Black)	2
Akari Platina Rechargeable AK-3800L Koroe Led 1600 Meters Long Rang Torches(Black)	2
Akari Platina Rechargeable AK-4100L Khamper Led 1500 Meters Long Range Torches(Black)	2
Akari Platina Rechargeable AK-4100L Khamper Led 1500 Meters Long Rang Torches(Black)	2
Akari Platina Rechargeable AK-4200L Oktaviya Led 1700 Meters Long Range Torches(Black)	2
Akari Platina Rechargeable AK-4200L Oktaviya Led 1700 Meters Long Rang Torches(Black)	2
Akari Platina Rechargeable AK-4500L Aystar Turbo Led 2200 Meters Long Rang Torches(Black)	2
Akari Platina Rechargeable AK-5100L Ejkort Led 2000 Meters Long Range Torches(Black)	2
Akari Platina Rechargeable AK-5100L Ejkort Led 2000 Meters Long Rang Torches(Black)	2
Akari Platina Rechargeable AK-6100L Camplot Led 2500 Meters Long Rang Torches(Black)	2
Akari Platina Rechargeable AK-8100L Challenger Led 3000 Meters Long Rang Torches(Black)	2
Akari Platina Rechargeable AK-9100L Dreamz Led 3500 Meters Long Rang Torches(Black)	2
Akari Platina Torches(Black)	2
AKHI India 4 In 1 And Compact mechine Electric Sewing Machine( Built-in Stitches 45)	2
akhi sewing mechine 6274 Electric Sewing Machine( Built-in Stitches 45)	2
Akline Dual Bladeless Mini Air Cooler Fragrance Cooling 8 Blade Table Fan(Blue)	2
Akline Dual Bladeless Mini Air Cooler Fragrance Cooling 8 Blade Table Fan(Green)	2
Akline Dual Bladeless Mini Air Cooler Fragrance Cooling 8 Blade Table Fan(Orange)	2
Akline Dual Bladeless Mini Air Cooler Fragrance Cooling 8 Blade Table Fan(Purple)	2
AKR rocklight 1492 Emergency Lights(Black, Red)	2
Aladdin Shoppers AS34 Decorative Lights(Gold)	2
Aladdin Shoppers Immersion Rod 2000 W Immersion Heater Rod(Water)	2
Aladdin Shoppers Murphy Steam Iron(White, Blue)	2
Aladdin Shoppers Solar power rechargeable Lamp Disco Light Torch LED Light with Mobile power bank Emergency Lights (Gold) Solar Lights(Gold)	2
Albertsons Air O'Pure Crystal Portable Room Air Purifier(White)	2
alcatel IP150M Corded Landline Phone(Black)	2
Alcatel T-22 Corded Landline Phone(Black)	2
Alcatel T-26 Corded Landline Phone(White)	2
Alcatel T-26 Corded Landline Phone with Answering Machine(Black)	2
Alcatel T-37 Corded Landline Phone(Black)	2
Alcatel T-50 Corded Landline Phone(Black)	2
Alcatel T-56 Corded Landline Phone(Black)	2
Alcatel T-56 Corded Landline Phone(White)	2
Alcatel T-580 Corded Landline Phone(Black)	2
Alcatel T-780 Corded Landline Phone(Black)	2
